accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	reverse	authors	institution
OM857210	OM857210.1	OM857210	2020-11-30	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857274	OM857274.1	OM857274	2020-11-30	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857275	OM857275.1	OM857275	2020-11-30	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857276	OM857276.1	OM857276	2020-11-30	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857282	OM857282.1	OM857282	2020-11-30	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
MW678542	MW678542.1	HRSVA/TH/B38231/2020	2020-12-01	Asia	Thailand			Homo sapiens	2022-03-24		Thongpan et al		Thongpan,I.	
MW678549	MW678549.1	HRSVA/TH/B38232/2020	2020-12-01	Asia	Thailand			Homo sapiens	2022-03-24		Thongpan et al		Thongpan,I.	
MW678562	MW678562.1	HRSVA/TH/B38230/2020	2020-12-01	Asia	Thailand			Homo sapiens	2022-03-24		Thongpan et al		Thongpan,I.	
OM857174	OM857174.1	OM857174	2020-12-01	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857171	OM857171.1	OM857171	2020-12-03	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857288	OM857288.1	OM857288	2020-12-03	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857151	OM857151.1	OM857151	2020-12-04	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857207	OM857207.1	OM857207	2020-12-04	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857252	OM857252.1	OM857252	2020-12-04	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857294	OM857294.1	OM857294	2020-12-04	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857152	OM857152.1	OM857152	2020-12-06	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857156	OM857156.1	OM857156	2020-12-06	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857157	OM857157.1	OM857157	2020-12-06	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857208	OM857208.1	OM857208	2020-12-07	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857289	OM857289.1	OM857289	2020-12-07	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
MW678561	MW678561.1	HRSVA/TH/B38278/2020	2020-12-08	Asia	Thailand			Homo sapiens	2022-03-24		Thongpan et al		Thongpan,I.	
OM857154	OM857154.1	OM857154	2020-12-10	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
MW678539	MW678539.1	HRSVA/TH/B38297/2020	2020-12-11	Asia	Thailand			Homo sapiens	2022-03-24		Thongpan et al		Thongpan,I.	
MW678550	MW678550.1	HRSVA/TH/B38307/2020	2020-12-12	Asia	Thailand			Homo sapiens	2022-03-24		Thongpan et al		Thongpan,I.	
OM857146	OM857146.1	OM857146	2020-12-12	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857147	OM857147.1	OM857147	2020-12-12	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857198	OM857198.1	OM857198	2020-12-12	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
MW678547	MW678547.1	HRSVA/TH/B38311/2020	2020-12-13	Asia	Thailand			Homo sapiens	2022-03-24		Thongpan et al		Thongpan,I.	
MW678554	MW678554.1	HRSVA/TH/B38312/2020	2020-12-13	Asia	Thailand			Homo sapiens	2022-03-24		Thongpan et al		Thongpan,I.	
MW678524	MW678524.1	HRSVA/TH/B38326/2020	2020-12-14	Asia	Thailand			Homo sapiens	2022-03-24		Thongpan et al		Thongpan,I.	
MW678551	MW678551.1	HRSVA/TH/B38334/2020	2020-12-15	Asia	Thailand			Homo sapiens	2022-03-24		Thongpan et al		Thongpan,I.	
MW678552	MW678552.1	HRSVA/TH/B38340/2020	2020-12-17	Asia	Thailand			Homo sapiens	2022-03-24		Thongpan et al		Thongpan,I.	
MW678553	MW678553.1	HRSVA/TH/B38361/2020	2020-12-19	Asia	Thailand			Homo sapiens	2022-03-24		Thongpan et al		Thongpan,I.	
OM857335	OM857335.1	OM857335	2020-12-19	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857330	OM857330.1	OM857330	2020-12-20	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857343	OM857343.1	OM857343	2020-12-21	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857355	OM857355.1	OM857355	2020-12-21	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857359	OM857359.1	OM857359	2020-12-21	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857262	OM857262.1	OM857262	2020-12-22	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857290	OM857290.1	OM857290	2020-12-22	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857256	OM857256.1	OM857256	2020-12-23	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857258	OM857258.1	OM857258	2020-12-23	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857176	OM857176.1	OM857176	2020-12-27	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857331	OM857331.1	OM857331	2020-12-28	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857332	OM857332.1	OM857332	2020-12-29	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857333	OM857333.1	OM857333	2020-12-29	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857339	OM857339.1	OM857339	2020-12-30	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857350	OM857350.1	OM857350	2020-12-30	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857344	OM857344.1	OM857344	2020-12-31	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
MZ747632	MZ747632.1	MZ747632	2021-XX-XX	Asia	Taiwan			Homo sapiens	2022-01-26		Lee et al		Lee,C.Y., Wu,T.H., Fang,Y.P., Chang,J.C., Wang,H.C., Lin,S.J., Mai,C.H., Chang,Y.C., Chou,T.Y., Lee,C.-Y.	
MZ747633	MZ747633.1	MZ747633	2021-XX-XX	Asia	Taiwan			Homo sapiens	2022-01-26		Lee et al		Lee,C.Y., Wu,T.H., Fang,Y.P., Chang,J.C., Wang,H.C., Lin,S.J., Mai,C.H., Chang,Y.C., Chou,T.Y., Lee,C.-Y.	
MZ747634	MZ747634.1	MZ747634	2021-XX-XX	Asia	Taiwan			Homo sapiens	2022-01-26		Lee et al		Lee,C.Y., Wu,T.H., Fang,Y.P., Chang,J.C., Wang,H.C., Lin,S.J., Mai,C.H., Chang,Y.C., Chou,T.Y., Lee,C.-Y.	
MZ747635	MZ747635.1	MZ747635	2021-XX-XX	Asia	Taiwan			Homo sapiens	2022-01-26		Lee et al		Lee,C.Y., Wu,T.H., Fang,Y.P., Chang,J.C., Wang,H.C., Lin,S.J., Mai,C.H., Chang,Y.C., Chou,T.Y., Lee,C.-Y.	
OM857175	OM857175.1	OM857175	2021-01-01	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857193	OM857193.1	OM857193	2021-01-01	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857194	OM857194.1	OM857194	2021-01-01	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857255	OM857255.1	OM857255	2021-01-02	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857267	OM857267.1	OM857267	2021-01-02	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857363	OM857363.1	OM857363	2021-01-03	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857184	OM857184.1	OM857184	2021-01-04	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857196	OM857196.1	OM857196	2021-01-04	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857149	OM857149.1	OM857149	2021-01-05	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857205	OM857205.1	OM857205	2021-01-05	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857212	OM857212.1	OM857212	2021-01-06	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857191	OM857191.1	OM857191	2021-01-09	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857177	OM857177.1	OM857177	2021-01-10	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857186	OM857186.1	OM857186	2021-01-10	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857195	OM857195.1	OM857195	2021-01-11	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857340	OM857340.1	OM857340	2021-01-12	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857351	OM857351.1	OM857351	2021-01-13	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857352	OM857352.1	OM857352	2021-01-16	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857181	OM857181.1	OM857181	2021-01-17	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857140	OM857140.1	OM857140	2021-01-18	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857183	OM857183.1	OM857183	2021-01-18	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857360	OM857360.1	OM857360	2021-01-18	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857197	OM857197.1	OM857197	2021-01-19	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857185	OM857185.1	OM857185	2021-01-21	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857188	OM857188.1	OM857188	2021-01-22	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857201	OM857201.1	OM857201	2021-01-25	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857211	OM857211.1	OM857211	2021-01-28	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857178	OM857178.1	OM857178	2021-01-29	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857257	OM857257.1	OM857257	2021-01-31	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857189	OM857189.1	OM857189	2021-02-01	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857204	OM857204.1	OM857204	2021-02-01	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857366	OM857366.1	OM857366	2021-02-01	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857190	OM857190.1	OM857190	2021-02-03	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857263	OM857263.1	OM857263	2021-02-06	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857336	OM857336.1	OM857336	2021-02-06	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857356	OM857356.1	OM857356	2021-02-07	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857346	OM857346.1	OM857346	2021-02-11	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857338	OM857338.1	OM857338	2021-02-12	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857345	OM857345.1	OM857345	2021-02-15	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857353	OM857353.1	OM857353	2021-02-20	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857337	OM857337.1	OM857337	2021-02-22	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857354	OM857354.1	OM857354	2021-02-27	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857264	OM857264.1	OM857264	2021-02-28	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857347	OM857347.1	OM857347	2021-03-04	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857341	OM857341.1	OM857341	2021-03-07	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
OM857342	OM857342.1	OM857342	2021-03-08	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al		Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.	
ON469827	ON469827.1	ON469827	2021-05-19	Africa	Tunisia			Homo sapiens	2022-07-06		Curini et al		Curini,V., Marcacci,M., Camma,C., Lorusso,A., Boutiba-Ben Boubaker,I.	
LC654414	LC654414.1	LC654414	2021-06-XX	Asia	Japan	Tokyo		Homo sapiens	2021-10-20		Kasuya et al		Kasuya,F., Mori,K., Suzuki,J., Sadamasu,K.	
LC654415	LC654415.1	LC654415	2021-07-XX	Asia	Japan	Tokyo		Homo sapiens	2021-10-20		Kasuya et al		Kasuya,F., Mori,K., Suzuki,J., Sadamasu,K.	
ON152648	ON152648.1	RSVA/Novosibirsk/7.69Hl/2022	2021-10-18	Europe	Russia			Homo sapiens	2022-06-08		Solomatina et al		Solomatina,M.V., Kurskaya,O.G., Kabilov,M.R., Tupikin,A.E., Saroyan,T.A., Derko,A.A., Dubovitskiy,N.A., Sobolev,I.A., Shestopalov,A.M., Sharshov,K.A.	
4BKK_A	4BKK_A	4BKK_A							2013-10-30		Bakker et al		Bakker,S.E., Duquerroy,S., Galloux,M., Loney,C., Conner,E., Eleouet,J.F., Rey,F.A., Bhella,D.	
6PZQ_I	6PZQ_I	6PZQ_I							2020-08-05		Gao et al		Gao,Y., Cao,D., Pawnikar,S., John,K.P., Ahn,H.M., Hill,S., Ha,J.M., Parikh,P., Ogilvie,C., Swain,A., Yang,A., Bell,A., Salazar,A., Miao,Y., Liang,B.	
6PZQ_J	6PZQ_J	6PZQ_J							2020-08-05		Gao et al		Gao,Y., Cao,D., Pawnikar,S., John,K.P., Ahn,H.M., Hill,S., Ha,J.M., Parikh,P., Ogilvie,C., Swain,A., Yang,A., Bell,A., Salazar,A., Miao,Y., Liang,B.	
AB160902	AB160902.1	AB160902		Asia	Japan	Hokkaido	Sapporo		2004-01-27		Kuroiwa et al		Kuroiwa,Y., Nagai,K., Okita,L., Tsutsumi,H., Yui,I., Nakayama,T., Kase,T.	
AB160903	AB160903.1	AB160903		Asia	Japan	Hokkaido	Sapporo		2004-01-27		Kuroiwa et al		Kuroiwa,Y., Nagai,K., Okita,L., Tsutsumi,H., Yui,I., Nakayama,T., Kase,T.	
AB160904	AB160904.1	AB160904		Asia	Japan	Hokkaido	Sapporo		2004-01-27		Kuroiwa et al		Kuroiwa,Y., Nagai,K., Okita,L., Tsutsumi,H., Yui,I., Nakayama,T., Kase,T.	
AB160905	AB160905.1	AB160905		Asia	Japan	Hokkaido	Sapporo		2004-01-27		Kuroiwa et al		Kuroiwa,Y., Nagai,K., Okita,L., Tsutsumi,H., Yui,I., Nakayama,T., Kase,T.	
AB160906	AB160906.1	AB160906		Asia	Japan	Hokkaido	Sapporo		2004-01-27		Kuroiwa et al		Kuroiwa,Y., Nagai,K., Okita,L., Tsutsumi,H., Yui,I., Nakayama,T., Kase,T.	
AB160907	AB160907.1	AB160907		Asia	Japan	Hokkaido	Sapporo		2004-01-27		Kuroiwa et al		Kuroiwa,Y., Nagai,K., Okita,L., Tsutsumi,H., Yui,I., Nakayama,T., Kase,T.	
AB160908	AB160908.1	AB160908		Asia	Japan	Hokkaido	Sapporo		2004-01-27		Kuroiwa et al		Kuroiwa,Y., Nagai,K., Okita,L., Tsutsumi,H., Yui,I., Nakayama,T., Kase,T.	
AB160909	AB160909.1	AB160909		Asia	Japan	Hokkaido	Sapporo		2004-01-27		Kuroiwa et al		Kuroiwa,Y., Nagai,K., Okita,L., Tsutsumi,H., Yui,I., Nakayama,T., Kase,T.	
AB160910	AB160910.1	AB160910		Asia	Japan	Hokkaido	Sapporo		2004-01-27		Kuroiwa et al		Kuroiwa,Y., Nagai,K., Okita,L., Tsutsumi,H., Yui,I., Nakayama,T., Kase,T.	
AB160911	AB160911.1	AB160911		Asia	Japan	Hokkaido	Sapporo		2004-01-27		Kuroiwa et al		Kuroiwa,Y., Nagai,K., Okita,L., Tsutsumi,H., Yui,I., Nakayama,T., Kase,T.	
AB160912	AB160912.1	AB160912		Asia	Japan	Hokkaido	Sapporo		2004-01-27		Kuroiwa et al		Kuroiwa,Y., Nagai,K., Okita,L., Tsutsumi,H., Yui,I., Nakayama,T., Kase,T.	
AB160913	AB160913.1	AB160913		Asia	Japan	Hokkaido	Sapporo		2004-01-27		Kuroiwa et al		Kuroiwa,Y., Nagai,K., Okita,L., Tsutsumi,H., Yui,I., Nakayama,T., Kase,T.	
